"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"173","AHNAK","ENSG00000124942","173.1.1","AHNAK","ENSSSCG00000036669","novel protein, ortholog of human AHNAK nucleoprotein (AHNAK)"
"174","AP2M1","ENSG00000161203","174.1.1","AP2M1","ENSSSCG00000024437","adaptor related protein complex 2 subunit mu 1 [Source:VGNC Symbol;Acc:VGNC:85386]"
"175","PCCB","ENSG00000114054","175.1.1","PCCB","ENSSSCG00000011653","propionyl-CoA carboxylase subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:100158147]"
"176","VIM","ENSG00000026025","176.1.1","VIM","ENSSSCG00000011033","vimentin [Source:VGNC Symbol;Acc:VGNC:95565]"
"177","AVPI1","ENSG00000119986","177.1.1","AVPI1","ENSSSCG00000036824","AVP induced 1 [Source:VGNC Symbol;Acc:VGNC:85702]"
"178","FXYD2","ENSG00000137731","178.1.1","ENSSSCG00000015084","ENSSSCG00000015084","FXYD domain containing ion transport regulator 2 [Source:VGNC Symbol;Acc:VGNC:112571]"
"179","SPATA13","ENSG00000182957","179.1.1","ENSSSCG00000009293","ENSSSCG00000009293","spermatogenesis associated 13"
"179","SPATA13","ENSG00000228741","179.2.1","N/A","N/A","N/A"
"180","APBB1IP","ENSG00000077420","180.1.1","APBB1IP","ENSSSCG00000030156","amyloid beta protein binding family B member 1 interacting protein [Source:VGNC Symbol;Acc:VGNC:95848]"
"181","AHCY","ENSG00000101444","181.1.1","AHCY","ENSSSCG00000007278","adenosylhomocysteinase [Source:NCBI gene (formerly Entrezgene);Acc:497050]"
"182","USP5","ENSG00000111667","182.1.1","USP5","ENSSSCG00000000684","ubiquitin specific peptidase 5 [Source:VGNC Symbol;Acc:VGNC:94772]"
"183","BLVRA","ENSG00000106605","183.1.1","BLVRA","ENSSSCG00000016756","biliverdin reductase A [Source:VGNC Symbol;Acc:VGNC:85833]"
"184","DUSP5","ENSG00000138166","184.1.1","DUSP5","ENSSSCG00000040815","dual specificity phosphatase 5 [Source:VGNC Symbol;Acc:VGNC:87487]"
"185","TRMT10A","ENSG00000145331","185.1.1","TRMT10A","ENSSSCG00000009180","tRNA methyltransferase 10A [Source:VGNC Symbol;Acc:VGNC:94442]"
"186","EEA1","ENSG00000102189","186.1.1","EEA1","ENSSSCG00000044340","early endosome antigen 1 [Source:VGNC Symbol;Acc:VGNC:109551]"
"187","KCTD7","ENSG00000243335","187.1.1","KCTD7","ENSSSCG00000040985","potassium channel tetramerization domain containing 7 [Source:VGNC Symbol;Acc:VGNC:89403]"
"188","RPN2","ENSG00000118705","188.1.1","RPN2","ENSSSCG00000028227","ribophorin II [Source:VGNC Symbol;Acc:VGNC:95471]"
"189","FGFR1OP2","ENSG00000111790","189.1.1","FGFR1OP2","ENSSSCG00000000554","FGFR1 onco partner 2 [Source:VGNC Symbol;Acc:VGNC:88119]"
"190","STX5","ENSG00000162236","190.1.1","STX5","ENSSSCG00000026293","syntaxin 5 [Source:VGNC Symbol;Acc:VGNC:93593]"
"191","RPRD2","ENSG00000163125","191.1.1","RPRD2","ENSSSCG00000030291","regulation of nuclear pre-mRNA domain containing 2 [Source:VGNC Symbol;Acc:VGNC:92436]"
"192","BID","ENSG00000015475","192.1.1","BID","ENSSSCG00000000769","BH3 interacting domain death agonist [Source:VGNC Symbol;Acc:VGNC:85824]"
"193","CAPG","ENSG00000042493","193.1.1","CAPG","ENSSSCG00000008239","capping actin protein, gelsolin like [Source:VGNC Symbol;Acc:VGNC:86169]"
"194","C5AR2","ENSG00000134830","194.1.1","C5AR2","ENSSSCG00000003113","complement C5a receptor 2 [Source:VGNC Symbol;Acc:VGNC:86039]"
"195","MALT1","ENSG00000172175","195.1.1","MALT1","ENSSSCG00000004917","MALT1 paracaspase [Source:VGNC Symbol;Acc:VGNC:89961]"
"196","ALG14","ENSG00000172339","196.1.1","ALG14","ENSSSCG00000006885","ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:VGNC Symbol;Acc:VGNC:85249]"
"197","PATL1","ENSG00000166889","197.1.1","PATL1","ENSSSCG00000013124","PAT1 homolog 1, processing body mRNA decay factor [Source:VGNC Symbol;Acc:VGNC:91189]"
"198","TXNDC11","ENSG00000153066","198.1.1","TXNDC11","ENSSSCG00000007896","thioredoxin domain containing 11 [Source:VGNC Symbol;Acc:VGNC:94603]"
"199","CFLAR","ENSG00000003402","199.1.1","CFLAR","ENSSSCG00000016101","CASP8 and FADD like apoptosis regulator [Source:VGNC Symbol;Acc:VGNC:95894]"
"200","PCED1B","ENSG00000179715","200.1.1","PCED1B","ENSSSCG00000000811","PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]"
"201","VAPA","ENSG00000101558","201.1.1","VAPA","ENSSSCG00000038465","VAMP associated protein A [Source:VGNC Symbol;Acc:VGNC:94799]"
"202","SLC48A1","ENSG00000211584","202.1.1","SLC48A1","ENSSSCG00000036775","solute carrier family 48 member 1 [Source:VGNC Symbol;Acc:VGNC:93129]"
"203","ZNF395","ENSG00000186918","203.1.1","ZNF395","ENSSSCG00000009676","zinc finger protein 395 [Source:VGNC Symbol;Acc:VGNC:95235]"
"204","LAIR1","ENSG00000167613","204.1.1","ENSSSCG00000034284","ENSSSCG00000034284",""
"204","LAIR1","ENSG00000167613","204.1.2","ENSSSCG00000046646","ENSSSCG00000046646",""
"205","INTS7","ENSG00000143493","205.1.1","INTS7","ENSSSCG00000015602","integrator complex subunit 7 [Source:VGNC Symbol;Acc:VGNC:89167]"
"206","ARF1","ENSG00000143761","206.1.1","ARF1","ENSSSCG00000013992","ADP ribosylation factor 1 [Source:VGNC Symbol;Acc:VGNC:96793]"
"207","PPFIBP2","ENSG00000166387","207.1.1","PPFIBP2","ENSSSCG00000014598","PPFIA binding protein 2 [Source:VGNC Symbol;Acc:VGNC:91696]"
"208","ETV5","ENSG00000244405","208.1.1","ETV5","ENSSSCG00000023229","ETS variant transcription factor 5 [Source:VGNC Symbol;Acc:VGNC:87814]"
"209","C1QB","ENSG00000173369","209.1.1","C1QB","ENSSSCG00000033512","complement C1q B chain [Source:VGNC Symbol;Acc:VGNC:85977]"
"210","TDP2","ENSG00000111802","210.1.1","TDP2","ENSSSCG00000001092","tyrosyl-DNA phosphodiesterase 2 [Source:NCBI gene (formerly Entrezgene);Acc:100157860]"
"211","ARHGAP4","ENSG00000089820","211.1.1","ARHGAP4","ENSSSCG00000012790","Rho GTPase activating protein 4 [Source:VGNC Symbol;Acc:VGNC:85476]"
"212","RESF1","ENSG00000174718","212.1.1","RESF1","ENSSSCG00000030616","retroelement silencing factor 1 [Source:VGNC Symbol;Acc:VGNC:92219]"
"213","CSE1L","ENSG00000124207","213.1.1","CSE1L","ENSSSCG00000025534","chromosome segregation 1 like [Source:VGNC Symbol;Acc:VGNC:96039]"
"214","MGAT5","ENSG00000152127","214.1.1","MGAT5","ENSSSCG00000015701","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:VGNC Symbol;Acc:VGNC:96741]"
"215","LTA4H","ENSG00000111144","215.1.1","LTA4H","ENSSSCG00000000891","leukotriene A4 hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:100154219]"
"216","ANTXR2","ENSG00000163297","216.1.1","ANTXR2","ENSSSCG00000009256","ANTXR cell adhesion molecule 2 [Source:VGNC Symbol;Acc:VGNC:85365]"
"217","LSM4","ENSG00000130520","217.1.1","LSM4","ENSSSCG00000034314","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:VGNC Symbol;Acc:VGNC:89874]"
"218","EPS8","ENSG00000151491","218.1.1","EPS8","ENSSSCG00000000600","EGFR pathway substrate 8, signaling adaptor [Source:VGNC Symbol;Acc:VGNC:87749]"
"219","PES1","ENSG00000100029","219.1.1","PES1","ENSSSCG00000010010","pescadillo ribosomal biogenesis factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:100154050]"
"220","AIF1","ENSG00000204472","220.1.1","AIF1","ENSSSCG00000032341","allograft inflammatory factor 1 [Source:VGNC Symbol;Acc:VGNC:85197]"
"221","GLUL","ENSG00000135821","221.1.1","ENSSSCG00000040412","ENSSSCG00000040412",""
"222","GPBP1L1","ENSG00000159592","222.1.1","GPBP1L1","ENSSSCG00000028097","GC-rich promoter binding protein 1 like 1 [Source:VGNC Symbol;Acc:VGNC:97067]"
"223","CPEB4","ENSG00000113742","223.1.1","CPEB4","ENSSSCG00000016981","cytoplasmic polyadenylation element binding protein 4 [Source:VGNC Symbol;Acc:VGNC:86939]"
"224","WIPF1","ENSG00000115935","224.1.1","N/A","N/A","N/A"
"225","TMIGD3","ENSG00000121933","225.1.1","ADORA3","ENSSSCG00000006788","adenosine A3 receptor [Source:NCBI gene (formerly Entrezgene);Acc:606753]"
"226","MARCKS","ENSG00000277443","226.1.1","MARCKS","ENSSSCG00000037803","myristoylated alanine rich protein kinase C substrate [Source:VGNC Symbol;Acc:VGNC:90024]"
"227","TMEM242","ENSG00000215712","227.1.1","TMEM242","ENSSSCG00000060508","transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206]"
"228","GPR65","ENSG00000140030","228.1.1","GPR65","ENSSSCG00000021146","G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]"
"229","CLTA","ENSG00000122705","229.1.1","CLTA","ENSSSCG00000037131","clathrin light chain A [Source:VGNC Symbol;Acc:VGNC:86787]"
"230","BRD8","ENSG00000112983","230.1.1","BRD8","ENSSSCG00000014327","bromodomain containing 8 [Source:VGNC Symbol;Acc:VGNC:85875]"
"231","ARRDC3","ENSG00000113369","231.1.1","ARRDC3","ENSSSCG00000014156","arrestin domain containing 3 [Source:VGNC Symbol;Acc:VGNC:85546]"
"232","RAB4B","ENSG00000167578","232.1.1","RAB4B","ENSSSCG00000002996","RAB4B, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:98597]"
"233","DIPK2A","ENSG00000181744","233.1.1","DIPK2A","ENSSSCG00000036206","divergent protein kinase domain 2A [Source:VGNC Symbol;Acc:VGNC:87310]"
"234","ZNF219","ENSG00000165804","234.1.1","ZNF219","ENSSSCG00000038313","zinc finger protein 219 [Source:VGNC Symbol;Acc:VGNC:95207]"
"235","PTPRJ","ENSG00000149177","235.1.1","PTPRJ","ENSSSCG00000023709","protein tyrosine phosphatase receptor type J [Source:VGNC Symbol;Acc:VGNC:91990]"
"236","CCDC12","ENSG00000160799","236.1.1","CCDC12","ENSSSCG00000011329","coiled-coil domain containing 12 [Source:VGNC Symbol;Acc:VGNC:103915]"
"237","PNRC2","ENSG00000189266","237.1.1","PNRC2","ENSSSCG00000023326","proline rich nuclear receptor coactivator 2 [Source:NCBI gene (formerly Entrezgene);Acc:100625012]"
"238","MEMO1","ENSG00000162959","238.1.1","MEMO1","ENSSSCG00000008515","mediator of cell motility 1 [Source:VGNC Symbol;Acc:VGNC:90139]"
"239","ATP6V0A1","ENSG00000033627","239.1.1","ATP6V0A1","ENSSSCG00000017401","ATPase H+ transporting V0 subunit a1 [Source:VGNC Symbol;Acc:VGNC:85663]"
"240","PARP1","ENSG00000143799","240.1.1","PARP1","ENSSSCG00000023660","poly(ADP-ribose) polymerase 1 [Source:VGNC Symbol;Acc:VGNC:96677]"
"241","NF2","ENSG00000186575","241.1.1","NF2","ENSSSCG00000028707","NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor [Source:VGNC Symbol;Acc:VGNC:90705]"
"242","GLIPR1","ENSG00000139278","242.1.1","GLIPR1","ENSSSCG00000000519","GLI pathosis related 1 [Source:VGNC Symbol;Acc:VGNC:98020]"
"243","CAPZA2","ENSG00000198898","243.1.1","CAPZA2","ENSSSCG00000028113","capping actin protein of muscle Z-line subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100037958]"
"244","PPP1R10","ENSG00000204569","244.1.1","PPP1R10","ENSSSCG00000001347","protein phosphatase 1 regulatory subunit 10 [Source:VGNC Symbol;Acc:VGNC:91717]"
"245","MAFG","ENSG00000197063","245.1.1","MAFG","ENSSSCG00000035253","MAF bZIP transcription factor G [Source:VGNC Symbol;Acc:VGNC:89948]"
"246","CENPO","ENSG00000138092","246.1.1","CENPO","ENSSSCG00000055702","centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]"
"247","SLC9A9","ENSG00000181804","247.1.1","SLC9A9","ENSSSCG00000011686","solute carrier family 9 member A9 [Source:VGNC Symbol;Acc:VGNC:93190]"
"248","SLC46A3","ENSG00000139508","248.1.1","SLC46A3","ENSSSCG00000009322","solute carrier family 46 member 3 [Source:VGNC Symbol;Acc:VGNC:93128]"
"249","CCDC90B","ENSG00000137500","249.1.1","CCDC90B","ENSSSCG00000014903","coiled-coil domain containing 90B [Source:VGNC Symbol;Acc:VGNC:86328]"
"250","CEP250","ENSG00000126001","250.1.1","CEP250","ENSSSCG00000021138","centrosomal protein 250 [Source:VGNC Symbol;Acc:VGNC:95888]"
"251","CNDP2","ENSG00000133313","251.1.1","CNDP2","ENSSSCG00000004870","carnosine dipeptidase 2 [Source:VGNC Symbol;Acc:VGNC:86812]"
"252","LACTB2","ENSG00000147592","252.1.1","LACTB2","ENSSSCG00000006192","lactamase beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:100153212]"
"253","GGA1","ENSG00000100083","253.1.1","GGA1","ENSSSCG00000024895","golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:VGNC Symbol;Acc:VGNC:88431]"
"254","MEX3C","ENSG00000176624","254.1.1","MEX3C","ENSSSCG00000034427","mex-3 RNA binding family member C [Source:VGNC Symbol;Acc:VGNC:90170]"
"255","TMED10","ENSG00000170348","255.1.1","TMED10","ENSSSCG00000035684","transmembrane p24 trafficking protein 10 [Source:VGNC Symbol;Acc:VGNC:94054]"
"256","DOCK10","ENSG00000135905","256.1.1","DOCK10","ENSSSCG00000016237","dedicator of cytokinesis 10 [Source:VGNC Symbol;Acc:VGNC:96007]"
"257","MACO1","ENSG00000204178","257.1.1","MACO1","ENSSSCG00000030682","macoilin 1 [Source:NCBI gene (formerly Entrezgene);Acc:654414]"
"258","CDIP1","ENSG00000089486","258.1.1","CDIP1","ENSSSCG00000007941","cell death inducing p53 target 1 [Source:VGNC Symbol;Acc:VGNC:86493]"
"259","PGD","ENSG00000142657","259.1.1","PGD","ENSSSCG00000003402","phosphogluconate dehydrogenase [Source:VGNC Symbol;Acc:VGNC:91348]"
"260","TP53","ENSG00000141510","260.1.1","TP53","ENSSSCG00000017950","tumor protein p53 [Source:NCBI gene (formerly Entrezgene);Acc:397276]"
"261","ZFAND5","ENSG00000107372","261.1.1","ZFAND5","ENSSSCG00000030268","zinc finger AN1-type containing 5 [Source:VGNC Symbol;Acc:VGNC:95137]"
"262","AKR1A1","ENSG00000117448","262.1.1","AKR1A1","ENSSSCG00000029256","aldo-keto reductase family 1 member A1 [Source:VGNC Symbol;Acc:VGNC:85229]"
"263","TPP2","ENSG00000134900","263.1.1","TPP2","ENSSSCG00000009528","tripeptidyl peptidase 2 [Source:VGNC Symbol;Acc:VGNC:94343]"
"264","MAP2K3","ENSG00000034152","264.1.1","MAP2K3","ENSSSCG00000034379","mitogen-activated protein kinase kinase 3 [Source:VGNC Symbol;Acc:VGNC:99012]"
"265","DHRS3","ENSG00000162496","265.1.1","DHRS3","ENSSSCG00000003439","dehydrogenase/reductase 3 [Source:VGNC Symbol;Acc:VGNC:87282]"
"266","SSBP3","ENSG00000157216","266.1.1","SSBP3","ENSSSCG00000039594","single stranded DNA binding protein 3 [Source:VGNC Symbol;Acc:VGNC:93481]"
"267","SGPL1","ENSG00000166224","267.1.1","SGPL1","ENSSSCG00000010274","sphingosine-1-phosphate lyase 1 [Source:VGNC Symbol;Acc:VGNC:92797]"
"268","M6PR","ENSG00000003056","268.1.1","M6PR","ENSSSCG00000040743","mannose-6-phosphate receptor, cation dependent [Source:VGNC Symbol;Acc:VGNC:89931]"
"269","P2RY12","ENSG00000169313","269.1.1","P2RY12","ENSSSCG00000011713","purinergic receptor P2Y12 [Source:VGNC Symbol;Acc:VGNC:91124]"
"270","OSGIN1","ENSG00000140961","270.1.1","OSGIN1","ENSSSCG00000032115","oxidative stress induced growth inhibitor 1 [Source:VGNC Symbol;Acc:VGNC:91079]"
"271","TPGS1","ENSG00000141933","271.1.1","TPGS1","ENSSSCG00000052718","tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]"
"272","CRYL1","ENSG00000165475","272.1.1","CRYL1","ENSSSCG00000009268","crystallin lambda 1 [Source:VGNC Symbol;Acc:VGNC:87023]"
"273","NR3C1","ENSG00000113580","273.1.1","NR3C1","ENSSSCG00000014401","nuclear receptor subfamily 3 group C member 1 [Source:VGNC Symbol;Acc:VGNC:90883]"
"274","RIN2","ENSG00000132669","274.1.1","ENSSSCG00000028004","ENSSSCG00000028004","Ras and Rab interactor 2 [Source:VGNC Symbol;Acc:VGNC:108732]"
"275","BTAF1","ENSG00000095564","275.1.1","BTAF1","ENSSSCG00000010467","B-TFIID TATA-box binding protein associated factor 1 [Source:VGNC Symbol;Acc:VGNC:85899]"
"276","PTPRE","ENSG00000132334","276.1.1","PTPRE","ENSSSCG00000010755","protein tyrosine phosphatase receptor type E [Source:VGNC Symbol;Acc:VGNC:91986]"
"277","DNAJB1","ENSG00000132002","277.1.1","DNAJB1","ENSSSCG00000013784","DnaJ heat shock protein family (Hsp40) member B1 [Source:NCBI gene (formerly Entrezgene);Acc:396741]"
"278","LDLR","ENSG00000130164","278.1.1","LDLR","ENSSSCG00000028512","low density lipoprotein receptor [Source:VGNC Symbol;Acc:VGNC:89671]"
"279","RCAN1","ENSG00000159200","279.1.1","RCAN1","ENSSSCG00000012050","regulator of calcineurin 1 [Source:VGNC Symbol;Acc:VGNC:92170]"
"280","BOLA1","ENSG00000178096","280.1.1","BOLA1","ENSSSCG00000006667","bolA family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:100152975]"
"281","HS2ST1","ENSG00000153936","281.1.1","HS2ST1","ENSSSCG00000022032","heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]"
"282","NTPCR","ENSG00000135778","282.1.1","NTPCR","ENSSSCG00000010166","nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]"
"283","HK1","ENSG00000156515","283.1.1","HK1","ENSSSCG00000010253","hexokinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100152344]"
"284","TRIM45","ENSG00000134253","284.1.1","TRIM45","ENSSSCG00000006732","tripartite motif containing 45 [Source:VGNC Symbol;Acc:VGNC:94417]"
"285","PREPL","ENSG00000138078","285.1.1","PREPL","ENSSSCG00000008448","prolyl endopeptidase like [Source:VGNC Symbol;Acc:VGNC:91790]"
"286","CCL3","ENSG00000277632","286.1.1","CCL3L1","ENSSSCG00000017700","chemokine (C-C motif) ligand 3-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:494459]"
"287","PXK","ENSG00000168297","287.1.1","PXK","ENSSSCG00000011474","PX domain containing serine/threonine kinase like [Source:VGNC Symbol;Acc:VGNC:92015]"
"288","MAFB","ENSG00000204103","288.1.1","MAFB","ENSSSCG00000058919","MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]"
"289","RBM15","ENSG00000162775","289.1.1","RBM15","ENSSSCG00000006809","RNA binding motif protein 15 [Source:VGNC Symbol;Acc:VGNC:92148]"
"290","POLR1A","ENSG00000068654","290.1.1","POLR1A","ENSSSCG00000008226","RNA polymerase I subunit A [Source:VGNC Symbol;Acc:VGNC:91642]"
"291","LGALS1","ENSG00000100097","291.1.1","LGALS1","ENSSSCG00000033854","galectin 1 [Source:NCBI gene (formerly Entrezgene);Acc:414915]"
"292","DOK1","ENSG00000115325","292.1.1","DOK1","ENSSSCG00000008265","docking protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100233179]"
"293","ANGPTL4","ENSG00000167772","293.1.1","ANGPTL4","ENSSSCG00000013599","angiopoietin like 4 [Source:NCBI gene (formerly Entrezgene);Acc:397628]"
"294","CEP57","ENSG00000166037","294.1.1","ENSSSCG00000016869","ENSSSCG00000016869",""
"295","PRPF19","ENSG00000110107","295.1.1","PRPF19","ENSSSCG00000013107","pre-mRNA processing factor 19 [Source:NCBI gene (formerly Entrezgene);Acc:100144769]"
"296","ABI3","ENSG00000108798","296.1.1","ENSSSCG00000027677","ENSSSCG00000027677",""
"296","ABI3","ENSG00000108798","296.1.2","ENSSSCG00000035224","ENSSSCG00000035224",""
"297","RALB","ENSG00000144118","297.1.1","RALB","ENSSSCG00000025455","RAS like proto-onco B [Source:VGNC Symbol;Acc:VGNC:96529]"
"298","RPAIN","ENSG00000129197","298.1.1","RPAIN","ENSSSCG00000036311","RPA interacting protein [Source:VGNC Symbol;Acc:VGNC:92416]"
"299","KLHL24","ENSG00000114796","299.1.1","KLHL24","ENSSSCG00000011775","kelch like family member 24 [Source:VGNC Symbol;Acc:VGNC:89521]"
"300","CDC42SE2","ENSG00000158985","300.1.1","CDC42SE2","ENSSSCG00000036686","CDC42 small effector 2 [Source:VGNC Symbol;Acc:VGNC:86461]"
"301","C9ORF72","ENSG00000147894","301.1.1","C9orf72","ENSSSCG00000011010","C9orf72-SMCR8 complex subunit [Source:VGNC Symbol;Acc:VGNC:96173]"
"302","DUSP22","ENSG00000112679","302.1.1","DUSP22","ENSSSCG00000031489","dual specificity phosphatase 22 [Source:VGNC Symbol;Acc:VGNC:87482]"
"303","SLC27A1","ENSG00000130304","303.1.1","SLC27A1","ENSSSCG00000013879","solute carrier family 27 member 1 [Source:VGNC Symbol;Acc:VGNC:93035]"
"304","ARHGAP25","ENSG00000163219","304.1.1","ARHGAP25","ENSSSCG00000008344","Rho GTPase activating protein 25 [Source:VGNC Symbol;Acc:VGNC:85464]"
"305","TTC9C","ENSG00000162222","305.1.1","TTC9C","ENSSSCG00000035472","tetratricopeptide repeat domain 9C [Source:VGNC Symbol;Acc:VGNC:94561]"
"306","ZNF668","ENSG00000167394","306.1.1","ZNF668","ENSSSCG00000007767","zinc finger protein 668 [Source:VGNC Symbol;Acc:VGNC:95290]"
"307","CD14","ENSG00000170458","307.1.1","CD14","ENSSSCG00000014369","CD14 molecule [Source:NCBI gene (formerly Entrezgene);Acc:100037938]"
"308","E2F3","ENSG00000112242","308.1.1","E2F3","ENSSSCG00000040178","E2F transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:87514]"
"309","RGS2","ENSG00000116741","309.1.1","RGS2","ENSSSCG00000037241","regulator of G protein signaling 2 [Source:NCBI gene (formerly Entrezgene);Acc:733670]"
"310","GLB1","ENSG00000170266","310.1.1","GLB1","ENSSSCG00000024119","galactosidase beta 1 [Source:VGNC Symbol;Acc:VGNC:88475]"
"311","ZNF143","ENSG00000166478","311.1.1","ZNF143","ENSSSCG00000022070","zinc finger protein 143 [Source:VGNC Symbol;Acc:VGNC:108627]"
"312","STAT6","ENSG00000166888","312.1.1","STAT6","ENSSSCG00000040435","signal transducer and activator of transcription 6 [Source:VGNC Symbol;Acc:VGNC:93541]"
"313","SLC15A3","ENSG00000110446","313.1.1","SLC15A3","ENSSSCG00000013114","solute carrier family 15 member 3 [Source:VGNC Symbol;Acc:VGNC:92936]"
"314","ALPK1","ENSG00000073331","314.1.1","ALPK1","ENSSSCG00000031348","alpha kinase 1 [Source:VGNC Symbol;Acc:VGNC:109647]"
"315","UBE2I","ENSG00000103275","315.1.1","ENSSSCG00000021560","ENSSSCG00000021560","ubiquitin conjugating enzyme E2 I [Source:NCBI gene (formerly Entrezgene);Acc:100533196]"
"316","SUSD1","ENSG00000106868","316.1.1","SUSD1","ENSSSCG00000005465","sushi domain containing 1 [Source:VGNC Symbol;Acc:VGNC:93633]"
"317","FGD4","ENSG00000139132","317.1.1","FGD4","ENSSSCG00000000530","FYVE, RhoGEF and PH domain containing 4 [Source:VGNC Symbol;Acc:VGNC:88097]"
"318","SRP54","ENSG00000100883","318.1.1","SRP54","ENSSSCG00000001955","signal recognition particle 54 [Source:VGNC Symbol;Acc:VGNC:93459]"
"319","EHD1","ENSG00000110047","319.1.1","EHD1","ENSSSCG00000013017","EH domain containing 1 [Source:VGNC Symbol;Acc:VGNC:87595]"
