"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"175","PCCB","ENSG00000114054","175.1.1","PCCB","ENSMICG00000049498","propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654]"
"176","VIM","ENSG00000026025","176.1.1","VIM","ENSMICG00000011578","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
"177","AVPI1","ENSG00000119986","177.1.1","AVPI1","ENSMICG00000030042","arginine vasopressin induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]"
"178","FXYD2","ENSG00000137731","178.1.1","FXYD2","ENSMICG00000043431","FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]"
"179","SPATA13","ENSG00000182957","179.1.1","SPATA13","ENSMICG00000005346","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]"
"179","SPATA13","ENSG00000228741","179.2.1","N/A","N/A","N/A"
"180","APBB1IP","ENSG00000077420","180.1.1","APBB1IP","ENSMICG00000007226","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]"
"181","AHCY","ENSG00000101444","181.1.1","AHCY","ENSMICG00000003232","adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]"
"182","USP5","ENSG00000111667","182.1.1","USP5","ENSMICG00000001749","ubiquitin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:12628]"
"183","BLVRA","ENSG00000106605","183.1.1","BLVRA","ENSMICG00000007284","biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]"
"184","DUSP5","ENSG00000138166","184.1.1","DUSP5","ENSMICG00000042872","dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]"
"185","TRMT10A","ENSG00000145331","185.1.1","TRMT10A","ENSMICG00000003507","tRNA methyltransferase 10A [Source:HGNC Symbol;Acc:HGNC:28403]"
"186","EEA1","ENSG00000102189","186.1.1","EEA1","ENSMICG00000015611","early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]"
"187","KCTD7","ENSG00000243335","187.1.1","KCTD7","ENSMICG00000028794","potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]"
"188","RPN2","ENSG00000118705","188.1.1","RPN2","ENSMICG00000005661","ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]"
"189","FGFR1OP2","ENSG00000111790","189.1.1","FGFR1OP2","ENSMICG00000035135","FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:HGNC:23098]"
"190","STX5","ENSG00000162236","190.1.1","STX5","ENSMICG00000017386","syntaxin 5 [Source:HGNC Symbol;Acc:HGNC:11440]"
"191","RPRD2","ENSG00000163125","191.1.1","RPRD2","ENSMICG00000007991","regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]"
"192","BID","ENSG00000015475","192.1.1","BID","ENSMICG00000008670","BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]"
"193","CAPG","ENSG00000042493","193.1.1","CAPG","ENSMICG00000015066","capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]"
"194","C5AR2","ENSG00000134830","194.1.1","N/A","N/A","N/A"
"195","MALT1","ENSG00000172175","195.1.1","MALT1","ENSMICG00000007719","MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]"
"196","ALG14","ENSG00000172339","196.1.1","ALG14","ENSMICG00000037559","ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]"
"197","PATL1","ENSG00000166889","197.1.1","PATL1","ENSMICG00000004172","PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]"
"198","TXNDC11","ENSG00000153066","198.1.1","TXNDC11","ENSMICG00000008219","thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]"
"199","CFLAR","ENSG00000003402","199.1.1","CFLAR","ENSMICG00000004452","CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]"
"200","PCED1B","ENSG00000179715","200.1.1","PCED1B","ENSMICG00000033652","PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]"
"201","VAPA","ENSG00000101558","201.1.1","VAPA","ENSMICG00000002889","VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]"
"202","SLC48A1","ENSG00000211584","202.1.1","SLC48A1","ENSMICG00000040477","solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]"
"203","ZNF395","ENSG00000186918","203.1.1","ZNF395","ENSMICG00000011993","zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]"
"204","LAIR1","ENSG00000167613","204.1.1","ENSMICG00000043893","ENSMICG00000043893",""
"205","INTS7","ENSG00000143493","205.1.1","INTS7","ENSMICG00000015396","integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]"
"206","ARF1","ENSG00000143761","206.1.1","ARF1","ENSMICG00000047362","ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]"
"207","PPFIBP2","ENSG00000166387","207.1.1","PPFIBP2","ENSMICG00000002393","PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]"
"208","ETV5","ENSG00000244405","208.1.1","ETV5","ENSMICG00000049011","ETS variant transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3494]"
"209","C1QB","ENSG00000173369","209.1.1","C1QB","ENSMICG00000047215","complement C1q B chain [Source:HGNC Symbol;Acc:HGNC:1242]"
"210","TDP2","ENSG00000111802","210.1.1","TDP2","ENSMICG00000000039","tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]"
"211","ARHGAP4","ENSG00000089820","211.1.1","ARHGAP4","ENSMICG00000016246","Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]"
"212","RESF1","ENSG00000174718","212.1.1","RESF1","ENSMICG00000038464","retroelement silencing factor 1 [Source:HGNC Symbol;Acc:HGNC:25559]"
"213","CSE1L","ENSG00000124207","213.1.1","CSE1L","ENSMICG00000001988","chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]"
"214","MGAT5","ENSG00000152127","214.1.1","MGAT5","ENSMICG00000015068","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]"
"215","LTA4H","ENSG00000111144","215.1.1","LTA4H","ENSMICG00000012198","leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]"
"216","ANTXR2","ENSG00000163297","216.1.1","ANTXR2","ENSMICG00000028154","ANTXR cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:21732]"
"217","LSM4","ENSG00000130520","217.1.1","LSM4","ENSMICG00000000222","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]"
"218","EPS8","ENSG00000151491","218.1.1","EPS8","ENSMICG00000001968","EGFR pathway substrate 8, signaling adaptor [Source:HGNC Symbol;Acc:HGNC:3420]"
"219","PES1","ENSG00000100029","219.1.1","PES1","ENSMICG00000010123","pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]"
"220","AIF1","ENSG00000204472","220.1.1","AIF1","ENSMICG00000042185","allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]"
"221","GLUL","ENSG00000135821","221.1.1","GLUL","ENSMICG00000046030","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]"
"222","GPBP1L1","ENSG00000159592","222.1.1","ENSMICG00000008449","ENSMICG00000008449",""
"222","GPBP1L1","ENSG00000159592","222.1.2","ENSMICG00000037305","ENSMICG00000037305",""
"223","CPEB4","ENSG00000113742","223.1.1","CPEB4","ENSMICG00000029322","cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]"
"224","WIPF1","ENSG00000115935","224.1.1","N/A","N/A","N/A"
"225","TMIGD3","ENSG00000121933","225.1.1","N/A","N/A","N/A"
"226","MARCKS","ENSG00000277443","226.1.1","MARCKS","ENSMICG00000026883","myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]"
"227","TMEM242","ENSG00000215712","227.1.1","TMEM242","ENSMICG00000031602","transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206]"
"228","GPR65","ENSG00000140030","228.1.1","N/A","N/A","N/A"
"229","CLTA","ENSG00000122705","229.1.1","CLTA","ENSMICG00000017675","clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]"
"230","BRD8","ENSG00000112983","230.1.1","BRD8","ENSMICG00000030607","bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]"
"231","ARRDC3","ENSG00000113369","231.1.1","ARRDC3","ENSMICG00000005415","arrestin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29263]"
"232","RAB4B","ENSG00000167578","232.1.1","RAB4B","ENSMICG00000045158","RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9782]"
"233","DIPK2A","ENSG00000181744","233.1.1","DIPK2A","ENSMICG00000048950","divergent protein kinase domain 2A [Source:HGNC Symbol;Acc:HGNC:28490]"
"234","ZNF219","ENSG00000165804","234.1.1","ZNF219","ENSMICG00000032662","zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011]"
"235","PTPRJ","ENSG00000149177","235.1.1","PTPRJ","ENSMICG00000005145","protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]"
"236","CCDC12","ENSG00000160799","236.1.1","CCDC12","ENSMICG00000032886","coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]"
"237","PNRC2","ENSG00000189266","237.1.1","ENSMICG00000016773","ENSMICG00000016773",""
"237","PNRC2","ENSG00000189266","237.1.2","ENSMICG00000041774","ENSMICG00000041774",""
"238","MEMO1","ENSG00000162959","238.1.1","ENSMICG00000032271","ENSMICG00000032271",""
"238","MEMO1","ENSG00000162959","238.1.2","ENSMICG00000037635","ENSMICG00000037635",""
"239","ATP6V0A1","ENSG00000033627","239.1.1","ATP6V0A1","ENSMICG00000010226","ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]"
"240","PARP1","ENSG00000143799","240.1.1","PARP1","ENSMICG00000017076","poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]"
"241","NF2","ENSG00000186575","241.1.1","NF2","ENSMICG00000017402","NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor [Source:HGNC Symbol;Acc:HGNC:7773]"
"242","GLIPR1","ENSG00000139278","242.1.1","GLIPR1","ENSMICG00000015121","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]"
"243","CAPZA2","ENSG00000198898","243.1.1","CAPZA2","ENSMICG00000032607","capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]"
"244","PPP1R10","ENSG00000204569","244.1.1","PPP1R10","ENSMICG00000038776","protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]"
"245","MAFG","ENSG00000197063","245.1.1","MAFG","ENSMICG00000037828","MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]"
"246","CENPO","ENSG00000138092","246.1.1","CENPO","ENSMICG00000001580","centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]"
"247","SLC9A9","ENSG00000181804","247.1.1","SLC9A9","ENSMICG00000049232","solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653]"
"248","SLC46A3","ENSG00000139508","248.1.1","SLC46A3","ENSMICG00000016295","solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]"
"249","CCDC90B","ENSG00000137500","249.1.1","CCDC90B","ENSMICG00000038111","coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]"
"250","CEP250","ENSG00000126001","250.1.1","CEP250","ENSMICG00000007393","centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]"
"251","CNDP2","ENSG00000133313","251.1.1","CNDP2","ENSMICG00000012839","carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]"
"252","LACTB2","ENSG00000147592","252.1.1","LACTB2","ENSMICG00000048059","lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]"
"253","GGA1","ENSG00000100083","253.1.1","GGA1","ENSMICG00000003758","golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]"
"254","MEX3C","ENSG00000176624","254.1.1","MEX3C","ENSMICG00000005815","mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]"
"255","TMED10","ENSG00000170348","255.1.1","TMED10","ENSMICG00000016016","transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]"
"256","DOCK10","ENSG00000135905","256.1.1","DOCK10","ENSMICG00000014003","dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]"
"257","MACO1","ENSG00000204178","257.1.1","MACO1","ENSMICG00000016248","macoilin 1 [Source:HGNC Symbol;Acc:HGNC:25572]"
"258","CDIP1","ENSG00000089486","258.1.1","CDIP1","ENSMICG00000017825","cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]"
"259","PGD","ENSG00000142657","259.1.1","PGD","ENSMICG00000004557","phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]"
"260","TP53","ENSG00000141510","260.1.1","TP53","ENSMICG00000014853","tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]"
"261","ZFAND5","ENSG00000107372","261.1.1","ZFAND5","ENSMICG00000047602","zinc finger AN1-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13008]"
"262","AKR1A1","ENSG00000117448","262.1.1","AKR1A1","ENSMICG00000014600","aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]"
"263","TPP2","ENSG00000134900","263.1.1","TPP2","ENSMICG00000010217","tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016]"
"264","MAP2K3","ENSG00000034152","264.1.1","MAP2K3","ENSMICG00000037904","mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]"
"265","DHRS3","ENSG00000162496","265.1.1","DHRS3","ENSMICG00000012203","dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]"
"266","SSBP3","ENSG00000157216","266.1.1","SSBP3","ENSMICG00000003921","single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]"
"267","SGPL1","ENSG00000166224","267.1.1","SGPL1","ENSMICG00000015141","sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817]"
"268","M6PR","ENSG00000003056","268.1.1","M6PR","ENSMICG00000014416","mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]"
"269","P2RY12","ENSG00000169313","269.1.1","P2RY12","ENSMICG00000048971","purinergic receptor P2Y12 [Source:HGNC Symbol;Acc:HGNC:18124]"
"270","OSGIN1","ENSG00000140961","270.1.1","OSGIN1","ENSMICG00000037758","oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30093]"
"271","TPGS1","ENSG00000141933","271.1.1","TPGS1","ENSMICG00000028374","tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]"
"272","CRYL1","ENSG00000165475","272.1.1","CRYL1","ENSMICG00000037380","crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]"
"273","NR3C1","ENSG00000113580","273.1.1","NR3C1","ENSMICG00000009473","nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]"
"274","RIN2","ENSG00000132669","274.1.1","RIN2","ENSMICG00000006035","Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]"
"275","BTAF1","ENSG00000095564","275.1.1","BTAF1","ENSMICG00000017841","B-TFIID TATA-box binding protein associated factor 1 [Source:HGNC Symbol;Acc:HGNC:17307]"
"276","PTPRE","ENSG00000132334","276.1.1","PTPRE","ENSMICG00000044779","protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]"
"277","DNAJB1","ENSG00000132002","277.1.1","DNAJB1","ENSMICG00000047161","DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]"
"278","LDLR","ENSG00000130164","278.1.1","LDLR","ENSMICG00000000548","low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]"
"279","RCAN1","ENSG00000159200","279.1.1","RCAN1","ENSMICG00000011975","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]"
"280","BOLA1","ENSG00000178096","280.1.1","N/A","N/A","N/A"
"281","HS2ST1","ENSG00000153936","281.1.1","HS2ST1","ENSMICG00000006302","heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]"
"282","NTPCR","ENSG00000135778","282.1.1","NTPCR","ENSMICG00000015482","nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]"
"283","HK1","ENSG00000156515","283.1.1","HK1","ENSMICG00000015004","hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]"
"284","TRIM45","ENSG00000134253","284.1.1","TRIM45","ENSMICG00000009751","tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]"
"285","PREPL","ENSG00000138078","285.1.1","PREPL","ENSMICG00000004928","prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228]"
"286","CCL3","ENSG00000277632","286.1.1","ENSMICG00000041554","ENSMICG00000041554",""
"287","PXK","ENSG00000168297","287.1.1","PXK","ENSMICG00000014548","PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]"
"288","MAFB","ENSG00000204103","288.1.1","MAFB","ENSMICG00000007079","MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]"
"289","RBM15","ENSG00000162775","289.1.1","RBM15","ENSMICG00000005255","RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959]"
"290","POLR1A","ENSG00000068654","290.1.1","POLR1A","ENSMICG00000000757","RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]"
"291","LGALS1","ENSG00000100097","291.1.1","LGALS1","ENSMICG00000012861","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]"
"292","DOK1","ENSG00000115325","292.1.1","DOK1","ENSMICG00000047288","docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]"
"293","ANGPTL4","ENSG00000167772","293.1.1","ANGPTL4","ENSMICG00000002426","angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]"
"294","CEP57","ENSG00000166037","294.1.1","CEP57","ENSMICG00000030559","centrosomal protein 57 [Source:HGNC Symbol;Acc:HGNC:30794]"
"295","PRPF19","ENSG00000110107","295.1.1","PRPF19","ENSMICG00000011236","pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]"
"296","ABI3","ENSG00000108798","296.1.1","ABI3","ENSMICG00000008618","ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]"
"297","RALB","ENSG00000144118","297.1.1","RALB","ENSMICG00000012197","RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]"
"298","RPAIN","ENSG00000129197","298.1.1","RPAIN","ENSMICG00000012694","RPA interacting protein [Source:HGNC Symbol;Acc:HGNC:28641]"
"299","KLHL24","ENSG00000114796","299.1.1","KLHL24","ENSMICG00000049481","kelch like family member 24 [Source:HGNC Symbol;Acc:HGNC:25947]"
"300","CDC42SE2","ENSG00000158985","300.1.1","CDC42SE2","ENSMICG00000029677","CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]"
"301","C9ORF72","ENSG00000147894","301.1.1","C9orf72","ENSMICG00000004861","C9orf72-SMCR8 complex subunit [Source:HGNC Symbol;Acc:HGNC:28337]"
"302","DUSP22","ENSG00000112679","302.1.1","DUSP22","ENSMICG00000011713","dual specificity phosphatase 22 [Source:HGNC Symbol;Acc:HGNC:16077]"
"303","SLC27A1","ENSG00000130304","303.1.1","SLC27A1","ENSMICG00000003391","solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]"
"304","ARHGAP25","ENSG00000163219","304.1.1","ARHGAP25","ENSMICG00000003739","Rho GTPase activating protein 25 [Source:HGNC Symbol;Acc:HGNC:28951]"
"305","TTC9C","ENSG00000162222","305.1.1","TTC9C","ENSMICG00000042013","tetratricopeptide repeat domain 9C [Source:HGNC Symbol;Acc:HGNC:28432]"
"306","ZNF668","ENSG00000167394","306.1.1","ZNF668","ENSMICG00000001610","zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]"
"307","CD14","ENSG00000170458","307.1.1","CD14","ENSMICG00000037582","CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]"
"308","E2F3","ENSG00000112242","308.1.1","E2F3","ENSMICG00000028838","E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115]"
"309","RGS2","ENSG00000116741","309.1.1","RGS2","ENSMICG00000034884","regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]"
"310","GLB1","ENSG00000170266","310.1.1","GLB1","ENSMICG00000049053","galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298]"
"311","ZNF143","ENSG00000166478","311.1.1","ZNF143","ENSMICG00000004353","zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]"
"312","STAT6","ENSG00000166888","312.1.1","STAT6","ENSMICG00000009087","signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]"
"313","SLC15A3","ENSG00000110446","313.1.1","SLC15A3","ENSMICG00000027981","solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068]"
"314","ALPK1","ENSG00000073331","314.1.1","ALPK1","ENSMICG00000003431","alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917]"
"315","UBE2I","ENSG00000103275","315.1.1","UBE2I","ENSMICG00000030413","ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]"
"316","SUSD1","ENSG00000106868","316.1.1","SUSD1","ENSMICG00000009775","sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]"
"317","FGD4","ENSG00000139132","317.1.1","FGD4","ENSMICG00000017663","FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]"
"318","SRP54","ENSG00000100883","318.1.1","SRP54","ENSMICG00000010270","signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]"
"319","EHD1","ENSG00000110047","319.1.1","EHD1","ENSMICG00000001239","EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]"
"320","STAT3","ENSG00000168610","320.1.1","STAT3","ENSMICG00000012015","signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]"
"321","TPCN1","ENSG00000186815","321.1.1","TPCN1","ENSMICG00000012265","two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182]"
"322","TSEN34","ENSG00000170892","322.1.1","TSEN34","ENSMICG00000002409","tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]"
"323","KDM7A","ENSG00000006459","323.1.1","KDM7A","ENSMICG00000003175","lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]"
"324","HCK","ENSG00000101336","324.1.1","HCK","ENSMICG00000015910","HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]"
"325","ATF7","ENSG00000170653","325.1.1","ATF7","ENSMICG00000011677","activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792]"
"326","PMF1","ENSG00000160783","326.1.1","N/A","N/A","N/A"
