"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"117","LCP2","ENSG00000043462","117.1.3","ENSDARG00000091321","ENSDARG00000091321",""
"118","SMC4","ENSG00000113810","118.1.1","smc4","ENSDARG00000038882","structural maintenance of chromosomes 4 [Source:ZFIN;Acc:ZDB-GENE-020419-21]"
"119","PSMD1","ENSG00000173692","119.1.1","psmd1","ENSDARG00000003189","proteasome 26S subunit, non-ATPase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-810]"
"120","BLVRB","ENSG00000090013","120.1.1","blvrb","ENSDARG00000096829","biliverdin reductase B [Source:ZFIN;Acc:ZDB-GENE-030131-1516]"
"121","PLPP3","ENSG00000162407","121.1.1","plpp3","ENSDARG00000059933","phospholipid phosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-060526-241]"
"122","ARHGEF2","ENSG00000116584","122.1.1","arhgef1a","ENSDARG00000040380","Rho guanine nucleotide exchange factor (GEF) 1a [Source:ZFIN;Acc:ZDB-GENE-030722-5]"
"122","ARHGEF2","ENSG00000116584","122.1.2","arhgef2","ENSDARG00000075819","rho/rac guanine nucleotide exchange factor (GEF) 2 [Source:ZFIN;Acc:ZDB-GENE-030717-1]"
"123","JAK1","ENSG00000162434","123.1.1","jak1","ENSDARG00000020625","Janus kinase 1 [Source:ZFIN;Acc:ZDB-GENE-980526-142]"
"124","TENT5A","ENSG00000112773","124.1.1","tent5ab","ENSDARG00000054641","terminal nucleotidyltransferase 5Ab [Source:ZFIN;Acc:ZDB-GENE-071004-35]"
"124","TENT5A","ENSG00000112773","124.1.2","TENT5A","ENSDARG00000116442","terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]"
"125","MKNK1","ENSG00000079277","125.1.1","si:ch73-60h1.1","ENSDARG00000078504","si:ch73-60h1.1 [Source:ZFIN;Acc:ZDB-GENE-140106-152]"
"126","CA13","ENSG00000185015","126.1.1","cahz","ENSDARG00000011166","carbonic anhydrase [Source:ZFIN;Acc:ZDB-GENE-980526-39]"
"126","CA13","ENSG00000185015","126.1.2","ca2","ENSDARG00000014488","carbonic anhydrase II [Source:ZFIN;Acc:ZDB-GENE-031219-5]"
"127","POC1A","ENSG00000164087","127.1.1","POC1A","ENSDARG00000078533","POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]"
"128","PRDX1","ENSG00000117450","128.1.1","prdx1","ENSDARG00000058734","peroxiredoxin 1 [Source:ZFIN;Acc:ZDB-GENE-050320-35]"
"129","SMPDL3A","ENSG00000172594","129.1.1","smpdl3a","ENSDARG00000053119","sphingomyelin phosphodiesterase acid like 3A [Source:ZFIN;Acc:ZDB-GENE-050327-61]"
"130","RAB39A","ENSG00000179331","130.1.1","rab42a","ENSDARG00000034215","RAB42, member RAS oncogene family a [Source:ZFIN;Acc:ZDB-GENE-040426-1983]"
"130","RAB39A","ENSG00000179331","130.1.2","ENSDARG00000102580","ENSDARG00000102580",""
"131","PPM1B","ENSG00000138032","131.1.1","ppm1ba","ENSDARG00000001888","protein phosphatase, Mg2+/Mn2+ dependent, 1Ba [Source:ZFIN;Acc:ZDB-GENE-991102-16]"
"132","SCPEP1","ENSG00000121064","132.1.1","scpep1","ENSDARG00000040072","serine carboxypeptidase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-890]"
"133","KLF9","ENSG00000119138","133.1.1","klf9","ENSDARG00000068194","Kruppel like factor 9 [Source:ZFIN;Acc:ZDB-GENE-060526-244]"
"134","RAD51B","ENSG00000182185","134.1.1","rad51b","ENSDARG00000037046","RAD51 paralog B [Source:ZFIN;Acc:ZDB-GENE-040426-2750]"
"135","PRDM1","ENSG00000057657","135.1.1","prdm1a","ENSDARG00000002445","PR domain containing 1a, with ZNF domain [Source:ZFIN;Acc:ZDB-GENE-030131-2193]"
"136","CSF1R","ENSG00000182578","136.1.1","ENSDARG00000053624","ENSDARG00000053624",""
"136","CSF1R","ENSG00000182578","136.1.2","ENSDARG00000100890","ENSDARG00000100890",""
"136","CSF1R","ENSG00000182578","136.1.3","csf1ra","ENSDARG00000102986","colony stimulating factor 1 receptor, a [Source:ZFIN;Acc:ZDB-GENE-001205-1]"
"137","RHOG","ENSG00000177105","137.1.1","rhogb","ENSDARG00000004301","ras homolog family member Gb [Source:ZFIN;Acc:ZDB-GENE-030131-8877]"
"137","RHOG","ENSG00000177105","137.1.2","rhoga","ENSDARG00000068653","ras homolog family member Ga [Source:ZFIN;Acc:ZDB-GENE-060503-820]"
"138","RNF44","ENSG00000146083","138.1.1","si:ch211-59o9.10","ENSDARG00000089967","si:ch211-59o9.10 [Source:ZFIN;Acc:ZDB-GENE-101206-1]"
"139","TMEM37","ENSG00000171227","139.1.1","tmem37","ENSDARG00000059305","transmembrane protein 37 [Source:ZFIN;Acc:ZDB-GENE-040426-2208]"
"140","LYST","ENSG00000143669","140.1.1","LYST","ENSDARG00000008575","lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]"
"141","GPR107","ENSG00000148358","141.1.1","gpr107","ENSDARG00000103200","G protein-coupled receptor 107 [Source:ZFIN;Acc:ZDB-GENE-061103-130]"
"142","CLTC","ENSG00000141367","142.1.1","cltca","ENSDARG00000043493","clathrin, heavy chain a (Hc) [Source:ZFIN;Acc:ZDB-GENE-030131-2299]"
"142","CLTC","ENSG00000141367","142.1.2","cltcb","ENSDARG00000090716","clathrin, heavy chain b (Hc) [Source:ZFIN;Acc:ZDB-GENE-050227-12]"
"143","MGST3","ENSG00000143198","143.1.1","mgst3a","ENSDARG00000102744","microsomal glutathione S-transferase 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2767]"
"144","RCBTB2","ENSG00000136161","144.1.1","rcbtb2","ENSDARG00000090687","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 [Source:ZFIN;Acc:ZDB-GENE-071016-3]"
"145","KAT7","ENSG00000136504","145.1.1","kat7b","ENSDARG00000031770","K(lysine) acetyltransferase 7b [Source:ZFIN;Acc:ZDB-GENE-030131-1901]"
"146","AKAP13","ENSG00000170776","146.1.1","si:dkey-172h23.2","ENSDARG00000023868","si:dkey-172h23.2 [Source:ZFIN;Acc:ZDB-GENE-141212-258]"
"146","AKAP13","ENSG00000170776","146.1.2","AKAP13","ENSDARG00000079994","A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]"
"146","AKAP13","ENSG00000170776","146.1.3","ENSDARG00000091607","ENSDARG00000091607",""
"147","TREX1","ENSG00000213689","147.1.1","plex9.1","ENSDARG00000092584","PML-like exon 9.1 [Source:ZFIN;Acc:ZDB-GENE-131127-357]"
"147","TREX1","ENSG00000213689","147.1.2","plex9.2","ENSDARG00000093773","PML-like exon 9.2 [Source:ZFIN;Acc:ZDB-GENE-110411-9]"
"148","NRP2","ENSG00000118257","148.1.1","nrp1b","ENSDARG00000027290","neuropilin 1b [Source:ZFIN;Acc:ZDB-GENE-040611-1]"
"149","ZDHHC5","ENSG00000156599","149.1.1","zdhhc5a","ENSDARG00000016263","zinc finger DHHC-type palmitoyltransferase 5a [Source:ZFIN;Acc:ZDB-GENE-090312-92]"
"149","ZDHHC5","ENSG00000156599","149.1.2","zdhhc5b","ENSDARG00000087417","zinc finger DHHC-type palmitoyltransferase 5b [Source:ZFIN;Acc:ZDB-GENE-101117-1]"
"150","B9D2","ENSG00000123810","150.1.1","b9d2","ENSDARG00000017385","B9 domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-040718-90]"
"151","TRIB1","ENSG00000173334","151.1.1","trib1","ENSDARG00000110963","tribbles pseudokinase 1 [Source:ZFIN;Acc:ZDB-GENE-091207-4]"
"152","SH3BP2","ENSG00000087266","152.1.1","ENSDARG00000021982","ENSDARG00000021982",""
"153","NR1D1","ENSG00000126368","153.1.1","nr1d1","ENSDARG00000033160","nuclear receptor subfamily 1, group d, member 1 [Source:ZFIN;Acc:ZDB-GENE-050105-1]"
"154","IGF1","ENSG00000017427","154.1.1","igf1","ENSDARG00000094132","insulin-like growth factor 1 [Source:ZFIN;Acc:ZDB-GENE-010607-2]"
"155","TSACC","ENSG00000163467","155.1.1","N/A","N/A","N/A"
"156","EED","ENSG00000074266","156.1.1","eed","ENSDARG00000099640","embryonic ectoderm development [Source:ZFIN;Acc:ZDB-GENE-050417-287]"
"157","IDH1","ENSG00000138413","157.1.1","idh1","ENSDARG00000025375","isocitrate dehydrogenase (NADP(+)) 1 [Source:ZFIN;Acc:ZDB-GENE-031006-1]"
"158","TRIM14","ENSG00000106785","158.1.1","N/A","N/A","N/A"
"159","SLC38A6","ENSG00000139974","159.1.1","slc38a6","ENSDARG00000054312","solute carrier family 38 member 6 [Source:ZFIN;Acc:ZDB-GENE-050522-51]"
"160","EVI5","ENSG00000067208","160.1.1","evi5b","ENSDARG00000070839","ecotropic viral integration site 5b [Source:ZFIN;Acc:ZDB-GENE-041111-244]"
"161","ZFAND3","ENSG00000156639","161.1.1","zfand3","ENSDARG00000052833","zinc finger, AN1-type domain 3 [Source:ZFIN;Acc:ZDB-GENE-050706-134]"
"162","ARRB2","ENSG00000141480","162.1.1","arrb2b","ENSDARG00000011545","arrestin, beta 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1332]"
"162","ARRB2","ENSG00000141480","162.1.2","arrb2a","ENSDARG00000039215","arrestin, beta 2a [Source:ZFIN;Acc:ZDB-GENE-030131-29]"
"163","PFN1","ENSG00000108518","163.1.1","pfn1","ENSDARG00000088091","profilin 1 [Source:ZFIN;Acc:ZDB-GENE-031002-33]"
"164","DUSP1","ENSG00000120129","164.1.1","dusp1","ENSDARG00000100515","dual specificity phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2018]"
"165","USP16","ENSG00000156256","165.1.1","usp16","ENSDARG00000060633","ubiquitin specific peptidase 16 [Source:ZFIN;Acc:ZDB-GENE-030131-4153]"
"166","DCTN4","ENSG00000132912","166.1.1","dctn4","ENSDARG00000023988","dynactin 4 [Source:ZFIN;Acc:ZDB-GENE-050417-306]"
"167","NASP","ENSG00000132780","167.1.1","nasp","ENSDARG00000039208","nuclear autoantigenic sperm protein (histone-binding) [Source:ZFIN;Acc:ZDB-GENE-030131-5511]"
"168","KAT6A","ENSG00000083168","168.1.1","kat6a","ENSDARG00000018907","K(lysine) acetyltransferase 6A [Source:ZFIN;Acc:ZDB-GENE-021022-3]"
"169","FAM107B","ENSG00000065809","169.1.1","fam107b","ENSDARG00000026865","family with sequence similarity 107 member B [Source:ZFIN;Acc:ZDB-GENE-031030-12]"
"170","LRP1","ENSG00000123384","170.1.1","lrp1ab","ENSDARG00000029146","low density lipoprotein receptor-related protein 1Ab [Source:ZFIN;Acc:ZDB-GENE-030131-7126]"
"170","LRP1","ENSG00000123384","170.1.2","LRP1","ENSDARG00000097827","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]"
"171","RASSF2","ENSG00000101265","171.1.1","rassf2a","ENSDARG00000029865","Ras association domain family member 2a [Source:ZFIN;Acc:ZDB-GENE-040912-124]"
"171","RASSF2","ENSG00000101265","171.1.2","rassf2b","ENSDARG00000044044","Ras association domain family member 2b [Source:ZFIN;Acc:ZDB-GENE-041221-6]"
"172","EGR2","ENSG00000122877","172.1.1","egr2b","ENSDARG00000042826","early growth response 2b [Source:ZFIN;Acc:ZDB-GENE-980526-283]"
"173","AHNAK","ENSG00000124942","173.1.1","N/A","N/A","N/A"
"174","AP2M1","ENSG00000161203","174.1.1","ap2m1a","ENSDARG00000002790","adaptor related protein complex 2 subunit mu 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9784]"
"174","AP2M1","ENSG00000161203","174.1.2","ap2m1b","ENSDARG00000033899","adaptor related protein complex 2 subunit mu 1b [Source:ZFIN;Acc:ZDB-GENE-040426-1103]"
"175","PCCB","ENSG00000114054","175.1.1","pccb","ENSDARG00000038910","propionyl-CoA carboxylase subunit beta [Source:ZFIN;Acc:ZDB-GENE-040426-2467]"
"176","VIM","ENSG00000026025","176.1.1","vim","ENSDARG00000010008","vimentin [Source:ZFIN;Acc:ZDB-GENE-011212-3]"
"176","VIM","ENSG00000026025","176.1.2","viml","ENSDARG00000044501","vimentin like [Source:ZFIN;Acc:ZDB-GENE-040426-1743]"
"177","AVPI1","ENSG00000119986","177.1.1","avpi1","ENSDARG00000096214","arginine vasopressin induced 1 [Source:ZFIN;Acc:ZDB-GENE-110914-193]"
"178","FXYD2","ENSG00000137731","178.1.1","N/A","N/A","N/A"
"179","SPATA13","ENSG00000182957","179.1.1","spata13","ENSDARG00000062837","spermatogenesis associated 13 [Source:ZFIN;Acc:ZDB-GENE-091116-25]"
"179","SPATA13","ENSG00000228741","179.2.1","N/A","N/A","N/A"
"180","APBB1IP","ENSG00000077420","180.1.1","apbb1ip","ENSDARG00000016505","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein [Source:ZFIN;Acc:ZDB-GENE-040426-1318]"
"181","AHCY","ENSG00000101444","181.1.1","ahcy","ENSDARG00000005191","adenosylhomocysteinase [Source:ZFIN;Acc:ZDB-GENE-031219-6]"
"182","USP5","ENSG00000111667","182.1.1","usp5","ENSDARG00000014517","ubiquitin specific peptidase 5 (isopeptidase T) [Source:ZFIN;Acc:ZDB-GENE-040426-2584]"
"183","BLVRA","ENSG00000106605","183.1.1","blvra","ENSDARG00000059857","biliverdin reductase A [Source:ZFIN;Acc:ZDB-GENE-060929-312]"
"184","DUSP5","ENSG00000138166","184.1.1","dusp5","ENSDARG00000019307","dual specificity phosphatase 5 [Source:ZFIN;Acc:ZDB-GENE-010625-1]"
"185","TRMT10A","ENSG00000145331","185.1.1","trmt10a","ENSDARG00000036678","tRNA methyltransferase 10A [Source:ZFIN;Acc:ZDB-GENE-130530-594]"
"186","EEA1","ENSG00000102189","186.1.1","eea1","ENSDARG00000062868","early endosome antigen 1 [Source:ZFIN;Acc:ZDB-GENE-041111-270]"
"187","KCTD7","ENSG00000243335","187.1.1","kctd7","ENSDARG00000061580","potassium channel tetramerization domain containing 7 [Source:ZFIN;Acc:ZDB-GENE-060804-2]"
"188","RPN2","ENSG00000118705","188.1.1","rpn2","ENSDARG00000009724","ribophorin II [Source:ZFIN;Acc:ZDB-GENE-030131-7928]"
"189","FGFR1OP2","ENSG00000111790","189.1.1","fgfr1op2","ENSDARG00000009657","FGFR1 oncogene partner 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7451]"
"190","STX5","ENSG00000162236","190.1.1","stx5a","ENSDARG00000025033","syntaxin 5A [Source:ZFIN;Acc:ZDB-GENE-040718-18]"
"191","RPRD2","ENSG00000163125","191.1.1","rprd2a","ENSDARG00000058089","regulation of nuclear pre-mRNA domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-030131-6641]"
"191","RPRD2","ENSG00000163125","191.1.2","rprd2b","ENSDARG00000074676","regulation of nuclear pre-mRNA domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-110719-1]"
"192","BID","ENSG00000015475","192.1.1","N/A","N/A","N/A"
"193","CAPG","ENSG00000042493","193.1.1","capga","ENSDARG00000035560","capping protein (actin filament), gelsolin-like a [Source:ZFIN;Acc:ZDB-GENE-060531-6]"
"193","CAPG","ENSG00000042493","193.1.2","capgb","ENSDARG00000099672","capping protein (actin filament), gelsolin-like b [Source:ZFIN;Acc:ZDB-GENE-030131-8541]"
"194","C5AR2","ENSG00000134830","194.1.1","c5ar1","ENSDARG00000040319","complement C5a receptor 1 [Source:ZFIN;Acc:ZDB-GENE-190430-1]"
"195","MALT1","ENSG00000172175","195.1.1","ENSDARG00000077768","ENSDARG00000077768",""
"196","ALG14","ENSG00000172339","196.1.1","alg14","ENSDARG00000103093","ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:ZFIN;Acc:ZDB-GENE-041010-195]"
"197","PATL1","ENSG00000166889","197.1.1","patl1","ENSDARG00000017423","PAT1 homolog 1, processing body mRNA decay factor [Source:ZFIN;Acc:ZDB-GENE-070209-83]"
"198","TXNDC11","ENSG00000153066","198.1.1","txndc11","ENSDARG00000101291","thioredoxin domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-041008-112]"
"199","CFLAR","ENSG00000003402","199.1.1","cflara","ENSDARG00000055966","CASP8 and FADD-like apoptosis regulator a [Source:ZFIN;Acc:ZDB-GENE-030826-3]"
"199","CFLAR","ENSG00000003402","199.1.2","ENSDARG00000074802","ENSDARG00000074802",""
"200","PCED1B","ENSG00000179715","200.1.1","fam113","ENSDARG00000002685","family with sequence similarity 113 [Source:ZFIN;Acc:ZDB-GENE-041212-23]"
"201","VAPA","ENSG00000101558","201.1.1","vapal","ENSDARG00000115862","VAMP (vesicle-associated membrane protein)-associated protein A, like [Source:ZFIN;Acc:ZDB-GENE-040718-281]"
"202","SLC48A1","ENSG00000211584","202.1.1","slc48a1b","ENSDARG00000026109","solute carrier family 48 member 1b [Source:ZFIN;Acc:ZDB-GENE-030131-8226]"
"202","SLC48A1","ENSG00000211584","202.1.2","slc48a1a","ENSDARG00000026907","solute carrier family 48 member 1a [Source:ZFIN;Acc:ZDB-GENE-040718-121]"
"203","ZNF395","ENSG00000186918","203.1.1","znf395b","ENSDARG00000024195","zinc finger protein 395b [Source:ZFIN;Acc:ZDB-GENE-041001-193]"
"203","ZNF395","ENSG00000186918","203.1.2","znf395a","ENSDARG00000060113","zinc finger protein 395a [Source:ZFIN;Acc:ZDB-GENE-061215-52]"
"204","LAIR1","ENSG00000167613","204.1.1","N/A","N/A","N/A"
"205","INTS7","ENSG00000143493","205.1.1","ints7","ENSDARG00000019300","integrator complex subunit 7 [Source:ZFIN;Acc:ZDB-GENE-021220-6]"
"206","ARF1","ENSG00000143761","206.1.1","N/A","N/A","N/A"
"207","PPFIBP2","ENSG00000166387","207.1.1","olfml1","ENSDARG00000029168","olfactomedin-like 1 [Source:ZFIN;Acc:ZDB-GENE-090422-2]"
"207","PPFIBP2","ENSG00000166387","207.1.2","ppfibp2a","ENSDARG00000061977","PPFIA binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-070705-277]"
"208","ETV5","ENSG00000244405","208.1.1","N/A","N/A","N/A"
"209","C1QB","ENSG00000173369","209.1.1","N/A","N/A","N/A"
"210","TDP2","ENSG00000111802","210.1.1","tdp2b","ENSDARG00000035954","tyrosyl-DNA phosphodiesterase 2b [Source:ZFIN;Acc:ZDB-GENE-050816-1]"
"210","TDP2","ENSG00000111802","210.1.2","tdp2a","ENSDARG00000069941","tyrosyl-DNA phosphodiesterase 2a [Source:ZFIN;Acc:ZDB-GENE-110218-1]"
"211","ARHGAP4","ENSG00000089820","211.1.1","arhgap4b","ENSDARG00000015003","Rho GTPase activating protein 4b [Source:ZFIN;Acc:ZDB-GENE-090311-38]"
"211","ARHGAP4","ENSG00000089820","211.1.2","arhgap4a","ENSDARG00000039265","Rho GTPase activating protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1229]"
"212","RESF1","ENSG00000174718","212.1.1","N/A","N/A","N/A"
"213","CSE1L","ENSG00000124207","213.1.1","cse1l","ENSDARG00000006963","CSE1 chromosome segregation 1-like (yeast) [Source:ZFIN;Acc:ZDB-GENE-990603-1]"
"214","MGAT5","ENSG00000152127","214.1.1","N/A","N/A","N/A"
"215","LTA4H","ENSG00000111144","215.1.1","lta4h","ENSDARG00000006029","leukotriene A4 hydrolase [Source:ZFIN;Acc:ZDB-GENE-040426-2477]"
"216","ANTXR2","ENSG00000163297","216.1.1","antxr2b","ENSDARG00000063011","ANTXR cell adhesion molecule 2b [Source:ZFIN;Acc:ZDB-GENE-080213-4]"
"216","ANTXR2","ENSG00000163297","216.1.2","antxr2a","ENSDARG00000104118","ANTXR cell adhesion molecule 2a [Source:ZFIN;Acc:ZDB-GENE-060526-14]"
"217","LSM4","ENSG00000130520","217.1.1","lsm4","ENSDARG00000023852","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:ZFIN;Acc:ZDB-GENE-040426-1652]"
"218","EPS8","ENSG00000151491","218.1.1","eps8a","ENSDARG00000102128","EGFR pathway substrate 8a, signaling adaptor [Source:ZFIN;Acc:ZDB-GENE-040426-871]"
"219","PES1","ENSG00000100029","219.1.1","pes","ENSDARG00000018902","pescadillo [Source:ZFIN;Acc:ZDB-GENE-990415-206]"
"220","AIF1","ENSG00000204472","220.1.1","N/A","N/A","N/A"
"221","GLUL","ENSG00000135821","221.1.1","glula","ENSDARG00000099776","glutamate-ammonia ligase (glutamine synthase) a [Source:ZFIN;Acc:ZDB-GENE-030131-688]"
"221","GLUL","ENSG00000135821","221.1.2","glulb","ENSDARG00000100003","glutamate-ammonia ligase (glutamine synthase) b [Source:ZFIN;Acc:ZDB-GENE-030131-8417]"
"222","GPBP1L1","ENSG00000159592","222.1.1","gpbp1l1","ENSDARG00000075569","GC-rich promoter binding protein 1-like 1 [Source:ZFIN;Acc:ZDB-GENE-031118-220]"
"223","CPEB4","ENSG00000113742","223.1.1","cpeb4a","ENSDARG00000056691","cytoplasmic polyadenylation element binding protein 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1557]"
"224","WIPF1","ENSG00000115935","224.1.1","wipf1a","ENSDARG00000104300","WAS/WASL interacting protein family, member 1a [Source:ZFIN;Acc:ZDB-GENE-080204-101]"
"225","TMIGD3","ENSG00000121933","225.1.1","N/A","N/A","N/A"
"226","MARCKS","ENSG00000277443","226.1.1","marcksa","ENSDARG00000004049","myristoylated alanine-rich protein kinase C substrate a [Source:ZFIN;Acc:ZDB-GENE-050522-145]"
"227","TMEM242","ENSG00000215712","227.1.1","tmem242","ENSDARG00000037070","transmembrane protein 242 [Source:ZFIN;Acc:ZDB-GENE-040724-146]"
"228","GPR65","ENSG00000140030","228.1.1","gpr65","ENSDARG00000045957","G protein-coupled receptor 65 [Source:NCBI gene (formerly Entrezgene);Acc:100537038]"
"229","CLTA","ENSG00000122705","229.1.1","clta","ENSDARG00000045618","clathrin, light chain A [Source:ZFIN;Acc:ZDB-GENE-040426-1986]"
"230","BRD8","ENSG00000112983","230.1.1","brd8b","ENSDARG00000025071","bromodomain containing 8b [Source:ZFIN;Acc:ZDB-GENE-030722-10]"
"230","BRD8","ENSG00000112983","230.1.2","BRD8","ENSDARG00000055999","bromodomain containing 8 [Source:HGNC Symbol;Acc:HGNC:19874]"
"231","ARRDC3","ENSG00000113369","231.1.1","arrdc3b","ENSDARG00000036028","arrestin domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-040912-182]"
"231","ARRDC3","ENSG00000113369","231.1.2","arrdc3a","ENSDARG00000052690","arrestin domain containing 3a [Source:ZFIN;Acc:ZDB-GENE-030131-2913]"
"232","RAB4B","ENSG00000167578","232.1.1","rab4b","ENSDARG00000012177","RAB4B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040822-15]"
"233","DIPK2A","ENSG00000181744","233.1.1","dipk2aa","ENSDARG00000012816","divergent protein kinase domain 2Aa [Source:ZFIN;Acc:ZDB-GENE-041114-148]"
"233","DIPK2A","ENSG00000181744","233.1.2","dipk2ab","ENSDARG00000055629","divergent protein kinase domain 2Ab [Source:ZFIN;Acc:ZDB-GENE-070830-2]"
"234","ZNF219","ENSG00000165804","234.1.1","znf516","ENSDARG00000070809","zinc finger protein 516 [Source:ZFIN;Acc:ZDB-GENE-060503-194]"
"235","PTPRJ","ENSG00000149177","235.1.1","ptprja","ENSDARG00000033042","protein tyrosine phosphatase receptor type Ja [Source:ZFIN;Acc:ZDB-GENE-030131-8301]"
"235","PTPRJ","ENSG00000149177","235.1.2","ENSDARG00000086511","ENSDARG00000086511",""
"235","PTPRJ","ENSG00000149177","235.1.3","ENSDARG00000091539","ENSDARG00000091539",""
"236","CCDC12","ENSG00000160799","236.1.1","ccdc12","ENSDARG00000023003","coiled-coil domain containing 12 [Source:ZFIN;Acc:ZDB-GENE-040801-108]"
"237","PNRC2","ENSG00000189266","237.1.1","pnrc2","ENSDARG00000053291","proline-rich nuclear receptor coactivator 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5475]"
"238","MEMO1","ENSG00000162959","238.1.1","memo1","ENSDARG00000010823","mediator of cell motility 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5571]"
"239","ATP6V0A1","ENSG00000033627","239.1.1","atp6v0a1b","ENSDARG00000015174","ATPase H+ transporting V0 subunit a1b [Source:ZFIN;Acc:ZDB-GENE-050522-215]"
"239","ATP6V0A1","ENSG00000033627","239.1.2","atp6v0a1a","ENSDARG00000020847","ATPase H+ transporting V0 subunit a1a [Source:ZFIN;Acc:ZDB-GENE-030131-3027]"
"240","PARP1","ENSG00000143799","240.1.1","parp1","ENSDARG00000019529","poly (ADP-ribose) polymerase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3955]"
"241","NF2","ENSG00000186575","241.1.1","nf2a","ENSDARG00000020204","NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor a [Source:ZFIN;Acc:ZDB-GENE-080722-7]"
"242","GLIPR1","ENSG00000139278","242.1.1","N/A","N/A","N/A"
"243","CAPZA2","ENSG00000198898","243.1.1","N/A","N/A","N/A"
"244","PPP1R10","ENSG00000204569","244.1.1","ppp1r10","ENSDARG00000032651","protein phosphatase 1, regulatory subunit 10 [Source:ZFIN;Acc:ZDB-GENE-020419-15]"
